dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
3/20/16 18:47,BMW_E36_328i_Coupe_Schalter,privat,Angebot,3390,test,,2000,,0,3er,150000,2,,bmw,,3/20/16 0:00,0,45739,3/28/16 19:48
3/31/16 20:57,Volkswagen_Passat,privat,Angebot,2750,test,kombi,2001,manuell,131,passat,150000,12,diesel,volkswagen,nein,3/31/16 0:00,0,90471,4/6/16 16:45
3/28/16 20:45,Fabia_II_Combi_Greenline_1_2_TDI_DPF_mit_Gebrauchtwagengarantie,privat,Angebot,6990,control,kombi,2012,manuell,75,fabia,100000,5,diesel,skoda,nein,3/28/16 0:00,0,44894,4/3/16 13:58
4/1/16 22:55,Audi_Cabriolet_Typ_89_2.0L,privat,Angebot,4800,test,cabrio,1996,manuell,116,80,150000,6,benzin,audi,nein,4/1/16 0:00,0,38300,4/5/16 23:46
3/21/16 16:45,Mercedes_Benz_C_220_CDI_DPF_Automatik_Avantgarde,privat,Angebot,14499,control,limousine,2007,automatik,170,c_klasse,125000,5,diesel,mercedes_benz,nein,3/21/16 0:00,0,13439,4/6/16 15:45
3/27/16 20:51,Audi_80_5_Zylinder_b4_liebhaberfahrzeug,privat,Angebot,1450,control,limousine,1992,manuell,136,,150000,0,,audi,nein,3/27/16 0:00,0,38709,4/5/16 20:17
4/3/16 15:58,Verkaufe_ein_toppen_golf5,privat,Angebot,4300,test,limousine,2005,manuell,90,golf,150000,11,diesel,volkswagen,,4/3/16 0:00,0,28779,4/5/16 15:46
3/24/16 14:38,Honda_Civic_1.6i,privat,Angebot,2499,test,limousine,2003,manuell,110,civic,150000,12,benzin,honda,,3/24/16 0:00,0,42853,3/24/16 14:38
4/2/16 10:59,Alfa_Romeo_147_1.9_JTD_8V_M_Jet__DPF,privat,Angebot,3450,test,limousine,2007,manuell,120,147,150000,4,diesel,alfa_romeo,nein,4/2/16 0:00,0,86678,4/4/16 7:51
4/1/16 15:53,Mercedes_Benz_C180_mit_T‹V,privat,Angebot,350,test,limousine,1996,manuell,122,c_klasse,150000,9,benzin,mercedes_benz,,4/1/16 0:00,0,49685,4/5/16 10:48
3/13/16 1:57,BMW_530d_touring,privat,Angebot,3550,control,kombi,2000,automatik,184,5er,150000,11,diesel,bmw,nein,3/13/16 0:00,0,72525,4/6/16 8:45
3/28/16 19:06,Sehr_gepflegter_unfallfreier_Ford_C_Max_Style+_1_6_DPF_mit_AHK,privat,Angebot,8250,test,bus,2010,manuell,109,c_max,125000,10,diesel,ford,nein,3/28/16 0:00,0,35606,4/7/16 4:44
3/9/16 9:51,renault_clio_T‹V_NEU_bis_03_2018_inzahlungname_moeglich,privat,Angebot,800,test,kleinwagen,1998,manuell,54,clio,150000,11,benzin,renault,nein,3/9/16 0:00,0,34516,3/14/16 11:46
3/14/16 12:46,Audi_A4_b5_Avant_T‹V_10/17,privat,Angebot,1500,test,kombi,1996,manuell,126,a4,150000,0,,audi,nein,3/14/16 0:00,0,24873,3/17/16 0:45
3/31/16 0:59,Mercedes_Benz_GLK_250_BlueTEC_4Matic_Standhzg_Alcantara_Voll,privat,Angebot,41900,control,suv,2014,automatik,204,glk,40000,9,diesel,mercedes_benz,nein,3/30/16 0:00,0,82131,4/6/16 1:17
4/5/16 9:55,BMW_330d_schadow_line,privat,Angebot,4200,control,kombi,2003,automatik,204,3er,150000,1,diesel,bmw,nein,4/5/16 0:00,0,53757,4/7/16 13:16
3/6/16 21:38,Audi_100_c3_typ_44_bj_1985_quattro_krarosse_mit_achsen,privat,Angebot,150,control,,1985,,0,100,150000,4,benzin,audi,,3/6/16 0:00,0,87616,4/7/16 2:16
3/27/16 12:59,Volkswagen_Golf_3,privat,Angebot,1000,test,kleinwagen,1996,manuell,75,golf,150000,3,benzin,volkswagen,nein,3/27/16 0:00,0,38640,4/1/16 12:45
3/15/16 12:50,Krankenfahrstuhl_25_kmh__zu_verkaufen.,privat,Angebot,300,control,,2005,manuell,0,punto,40000,9,,fiat,ja,3/15/16 0:00,0,26215,3/25/16 4:19
3/9/16 12:50,Peugeot_307_90_Grand_Filou,privat,Angebot,800,control,limousine,2004,manuell,88,3_reihe,150000,9,benzin,peugeot,ja,3/9/16 0:00,0,66333,3/20/16 6:18
3/22/16 10:50,Mercedes_C_200_Kompressor,privat,Angebot,2300,control,limousine,2000,manuell,160,c_klasse,150000,5,benzin,mercedes_benz,nein,3/22/16 0:00,0,40231,3/22/16 11:41
3/29/16 7:56,Audi_A6_Avant_2_5tdi*Navi*Automatik*Euro4*,privat,Angebot,4000,test,kombi,2003,automatik,163,a6,150000,6,diesel,audi,nein,3/29/16 0:00,0,22525,3/31/16 1:47
3/27/16 20:47,POLO_1.2_KILIMA_WIE_NEU,privat,Angebot,6799,control,kleinwagen,2009,,60,,20000,5,benzin,volkswagen,nein,3/27/16 0:00,0,89077,3/27/16 20:47
3/11/16 18:55,Opel_meriva_1.6_16_v_lpg__z16xe_no_OPC,privat,Angebot,0,test,bus,2004,manuell,101,meriva,150000,10,lpg,opel,ja,3/11/16 0:00,0,27432,3/12/16 23:47
4/3/16 18:58,BMW_Z4_roadster_2.2i_M_Paket__Klima__Xenon,privat,Angebot,9450,control,cabrio,2004,manuell,170,z_reihe,150000,12,benzin,bmw,nein,4/3/16 0:00,0,65549,4/7/16 11:15
3/22/16 16:37,Fiat_Scudo_Bulli_Werkstattwagen_Diesel,privat,Angebot,0,test,,2006,,0,andere,5000,0,,fiat,,3/22/16 0:00,0,44867,4/6/16 6:17
3/9/16 12:53,KIA_SPORTAGE,privat,Angebot,14500,control,,2017,manuell,136,sportage,125000,5,diesel,kia,nein,3/9/16 0:00,0,49696,4/5/16 23:45
3/10/16 16:57,Mercedes_Benz_C_270_CDI_Elegance,privat,Angebot,6890,control,limousine,2003,manuell,170,c_klasse,125000,2,diesel,mercedes_benz,nein,3/10/16 0:00,0,55743,4/1/16 20:47
3/23/16 14:45,Kia_Sorento__coole_Farbe_schaut......,privat,Angebot,7500,test,suv,2007,automatik,194,sorento,5000,11,benzin,kia,,3/23/16 0:00,0,34314,4/5/16 15:47
4/1/16 16:06,Volkswagen_Golf_Function,privat,Angebot,800,control,limousine,1993,manuell,0,golf,10000,9,benzin,volkswagen,ja,4/1/16 0:00,0,65929,4/7/16 11:17
3/8/16 19:58,A_210_Evolution_AMG_Styling_absoluter_Festpreis,privat,Angebot,1499,test,kleinwagen,2002,manuell,140,a_klasse,150000,10,,mercedes_benz,nein,3/8/16 0:00,0,16727,3/10/16 17:44
3/19/16 19:49,is_ales_ok,privat,Angebot,500,control,kleinwagen,1999,manuell,0,,150000,0,benzin,renault,nein,3/19/16 0:00,0,26969,4/1/16 11:17
3/28/16 10:50,VW_Caddy_Lkw_Zulassung,privat,Angebot,1495,control,kombi,2001,,64,,150000,9,diesel,volkswagen,,3/28/16 0:00,0,99086,4/4/16 11:45
3/30/16 10:50,Mitsubishi_Space_ohne_T‹V,privat,Angebot,300,test,kleinwagen,1994,manuell,0,andere,150000,7,benzin,mitsubishi,,3/30/16 0:00,0,26340,3/30/16 10:50
4/4/16 12:57,OPEL_astra_G_T‹V_NEU,privat,Angebot,1200,control,,2018,manuell,75,astra,150000,0,,opel,nein,4/4/16 0:00,0,15344,4/6/16 14:45
3/21/16 23:51,VW_Golf_CL__2er_Golf____T‹V_bis_02/2018,privat,Angebot,850,test,limousine,1989,manuell,69,golf,125000,11,benzin,volkswagen,nein,3/21/16 0:00,0,95485,4/5/16 15:17
4/1/16 22:49,Volkswagen_T5_Transporter,privat,Angebot,8500,test,bus,2007,manuell,131,transporter,150000,12,diesel,volkswagen,nein,4/1/16 0:00,0,17291,4/5/16 21:45
3/16/16 12:53,Volvo_v40_mit_klima,privat,Angebot,300,test,kombi,1998,manuell,0,v40,150000,6,benzin,volvo,nein,3/16/16 0:00,0,47137,3/25/16 10:18
3/28/16 1:36,Honda_Civic_1.4i,privat,Angebot,1500,test,limousine,2000,manuell,75,civic,125000,11,benzin,honda,nein,3/28/16 0:00,0,12163,4/2/16 11:47
4/1/16 10:54,BMW_E34_518I,privat,Angebot,950,control,limousine,1995,manuell,115,5er,150000,0,benzin,bmw,,4/1/16 0:00,0,27751,4/7/16 7:46
3/14/16 12:54,Seat_Ibiza_1.2_12V,privat,Angebot,3200,test,kleinwagen,2004,manuell,64,ibiza,80000,2,benzin,seat,nein,3/14/16 0:00,0,29633,4/5/16 13:15
3/19/16 13:36,Ford_C_MAX_1.6_TDCi_Titanium__7_Sitzer_Topausstattung,privat,Angebot,11890,test,bus,2011,manuell,116,c_max,150000,4,diesel,ford,nein,3/19/16 0:00,0,97737,4/6/16 18:48
3/28/16 13:46,BMW_323_Ci_Automatik__Sitzheizung__Sportauspuff__Alufelgen_17Zoll,privat,Angebot,2900,test,coupe,2000,automatik,170,3er,150000,2,benzin,bmw,nein,3/28/16 0:00,0,53332,3/30/16 4:17
3/7/16 12:38,Ford_Mustang_GT_V8_Cabrio_Premium_Neuwagenzustand,privat,Angebot,19750,test,cabrio,2006,manuell,305,mustang,50000,7,benzin,ford,nein,3/7/16 0:00,0,38350,3/12/16 20:18
3/16/16 12:46,Volkswagen_Eos_2.0_FSI,privat,Angebot,9800,test,cabrio,2006,manuell,150,eos,60000,11,benzin,volkswagen,nein,3/16/16 0:00,0,47198,4/6/16 7:16
3/18/16 12:39,Ford_Fiesta_1.4_Ghia_Klima__Scheckheft__Tuev_NEU!!,privat,Angebot,1990,control,kleinwagen,2003,manuell,80,fiesta,125000,4,benzin,ford,nein,3/18/16 0:00,0,13469,3/18/16 12:39
3/18/16 6:36,Mercedes_Benz_Vito_115_CDI_Extralang_DPF_Aut.,privat,Angebot,10500,control,bus,2006,automatik,150,vito,150000,6,diesel,mercedes_benz,nein,3/18/16 0:00,0,33729,4/5/16 21:47
3/24/16 15:38,Opel_Astra_J_Design_Edition_1.7_CDTI_ecoflex,privat,Angebot,11000,test,limousine,2012,manuell,131,astra,70000,3,diesel,opel,nein,3/24/16 0:00,0,34613,4/5/16 11:56
3/22/16 10:55,Opel_Sintra_2.2__7_Sitzer,privat,Angebot,300,control,bus,1997,manuell,0,andere,150000,7,benzin,opel,,3/22/16 0:00,0,24147,3/28/16 0:15
3/21/16 0:59,Mercedes_Benz_E320_Cdi_/T‹V_05.2017_//Vollaustattung,privat,Angebot,2390,test,kombi,2000,automatik,197,e_klasse,150000,5,diesel,mercedes_benz,nein,3/20/16 0:00,0,27474,4/5/16 22:46
3/8/16 20:58,Skoda_Fabia_Combi_1.2_TSI_DSG_Style,privat,Angebot,16449,control,kombi,2015,automatik,110,fabia,10000,8,benzin,skoda,nein,3/8/16 0:00,0,95502,4/6/16 1:17
3/12/16 17:47,BMW_e46_318i_touring,privat,Angebot,2999,test,kombi,2001,manuell,0,3er,150000,7,benzin,bmw,,3/12/16 0:00,0,45891,4/7/16 9:17
3/21/16 14:43,Skoda_Fabian_Automatik._Kombi_Benziner,privat,Angebot,3000,control,,2016,automatik,75,fabia,150000,0,benzin,skoda,,3/21/16 0:00,0,24782,3/31/16 17:45
3/28/16 17:39,Audi_A4___1_8_TFSI___Xenon___Scheckheft___51_tkm___TOP_Zustand,privat,Angebot,14300,test,limousine,2011,manuell,120,a4,60000,5,benzin,audi,nein,3/28/16 0:00,0,59494,4/6/16 23:15
3/21/16 19:06,Volkswagen_Polo_1.4_United_1._Hand,privat,Angebot,5999,test,kleinwagen,2009,manuell,80,polo,125000,5,benzin,volkswagen,nein,3/21/16 0:00,0,65529,4/5/16 20:47
3/10/16 18:45,Audi_A6_Avant_2.5_TDI_quattro_S_line,privat,Angebot,3700,test,kombi,2003,automatik,179,a6,150000,11,diesel,audi,nein,3/10/16 0:00,0,64846,3/13/16 0:16
3/10/16 23:55,Volkswagen_Touran_1.9_TDI_DPF_Navi_PDC_Tempomat_AHK_T‹V_Neu,privat,Angebot,8999,test,bus,2007,manuell,105,touran,90000,2,diesel,volkswagen,nein,3/10/16 0:00,0,26689,3/17/16 9:16
3/16/16 15:51,BMW_530xd_e60_EZ10/2008,privat,Angebot,14000,test,limousine,2008,,235,,150000,0,,bmw,nein,2/12/16 0:00,0,95131,4/7/16 14:56
3/31/16 16:57,Ford_Mustang_V8_390cui,privat,Angebot,25000,control,coupe,1968,automatik,305,mustang,90000,11,benzin,ford,nein,3/31/16 0:00,0,74547,4/6/16 10:45
3/30/16 22:51,Audi_80_1.8_in_tadellosem_Zustand._Erst_71.000_km!,privat,Angebot,2790,control,limousine,1992,manuell,90,80,80000,3,benzin,audi,nein,3/30/16 0:00,0,1219,4/5/16 15:46
3/20/16 23:48,BMW_320i_Facelift,privat,Angebot,13400,control,limousine,2008,manuell,170,3er,100000,12,benzin,bmw,nein,3/20/16 0:00,0,64289,4/7/16 11:17
3/25/16 15:56,Volkswagen_Golf_Plus_1.6_Goal,privat,Angebot,4900,test,bus,2006,manuell,102,golf,150000,8,benzin,volkswagen,ja,3/25/16 0:00,0,4288,4/6/16 20:16
3/8/16 21:52,Volkswagen_Golf_R32_4Motion_DSG,privat,Angebot,11299,control,limousine,2006,automatik,250,golf,150000,8,benzin,volkswagen,nein,3/8/16 0:00,0,22083,3/19/16 9:46
4/3/16 11:44,Golf_1_6_Family,privat,Angebot,550,control,andere,1997,manuell,75,golf,150000,6,benzin,volkswagen,nein,4/3/16 0:00,0,96175,4/7/16 12:45
3/21/16 20:43,Hyundai_Getz_1.5_CRDi_VGT_GLS,privat,Angebot,1400,control,kleinwagen,2006,manuell,88,getz,150000,7,diesel,hyundai,ja,3/21/16 0:00,0,51147,4/2/16 22:47
